PHIF,SW,VSH
0.07169161111250405,0.9456200574761706,0.09928496927022934
0.0853954592446276,0.9311300945404906,0.09535909444093704
0.09336512950667644,0.8543279932676869,0.08063468337059021
0.05359126352320513,0.9639213350670108,0.11841976642608643
0.0697448515146789,0.946958383937703,0.06062345579266548
0.0696638979498072,0.946958383937703,0.06355203688144684
0.06918790824886753,0.946958383937703,0.06521625071763992
0.06809778254477636,0.946958383937703,0.0629502385854721
0.07023159330168005,0.946958383937703,0.06720782071352005
0.0741874513549126,0.9396618054853266,0.06743257492780685
0.09103141509331888,0.9145898375132776,0.05391671136021614
0.09588278729559166,0.8602412326199511,0.046087004244327545
0.09761575879581888,0.8466738188948403,0.04365576058626175
0.06759632222450349,0.9487645228056426,0.05267618969082832
0.06842406500179975,0.9487645228056426,0.05781559273600578
0.0595631877005424,0.9657274739349504,0.0672350525856018
0.07411387264170316,0.9236196138505646,0.10678030550479889
0.06084780717434944,0.9509585105800962,0.09346511214971542
0.061968094608844185,0.9509585105800962,0.08274776488542557
0.08346906263664076,0.9091296509148845,0.08134177327156067
0.07913516136485681,0.9236196138505646,0.08714821189641953
0.07276599753176637,0.9342016188869335,0.09284096956253052
0.11420553928243886,0.8024645780543379,0.04727254807949066
0.10905537691628286,0.8024645780543379,0.04540914297103882
0.11042304363613031,0.8024645780543379,0.04338937625288963
0.08390849230893013,0.918511411057167,0.06739888340234756
0.0916944289304931,0.8798111730423052,0.07270485907793045
0.10480487898924887,0.8290244068510565,0.05871311575174332
0.09846175807189167,0.8543279932676869,0.06435652077198029
0.048746181799794217,0.974872748308763,0.08711498975753784
0.047413854163458495,0.974872748308763,0.09444528073072433
0.06365538891437814,0.9639213350670108,0.10564464330673218
0.09489906383690759,0.8891634882420231,0.07367169111967087
0.09540816426382495,0.8772477221925157,0.0755823403596878
0.07415123658309364,0.9515789199507082,0.14490263164043427
0.08338145318784934,0.9515789199507082,0.1414840966463089
0.08388894053497023,0.9515789199507082,0.14389201998710632
0.08344374506110636,0.9486647049317642,0.13795647025108337
0.0839383436607135,0.9486647049317642,0.15543711185455322
0.08717742570592805,0.9370889570150281,0.147067591547966
0.08305753057378121,0.9515789199507082,0.1637745350599289
0.10742268309431176,0.8909404173356142,0.0765652135014534
0.12203807139762309,0.7979653202120597,0.04843944311141968
0.1186665154315695,0.837238003346706,0.04799443110823631
0.10928285595582599,0.8909404173356142,0.050495684146881104
0.10003513649460712,0.9089119900718748,0.07779634743928909
0.11237931970804596,0.9256401053138259,0.1220896765589714
0.12021200173270352,0.906774034216881,0.08044806122779846
0.13184381942090168,0.8100527325737676,0.07416589558124542
0.10150912648531327,0.9297569657701935,0.1157611832022667
0.09930002667822932,0.9243495519585053,0.11463985592126846
0.0982200827127979,0.9215912312038813,0.12653928995132446
0.11235305222501542,0.9309061801192712,0.0831448957324028
0.11379393612637614,0.9309061801192712,0.07861780375242233
0.11387091995678414,0.9221555641840518,0.06708816438913345
0.13496808783097808,0.702638309783458,0.047031231224536896
0.137157265420567,0.7639427304397329,0.039396774023771286
0.13597851567340324,0.7639427304397329,0.03997896611690521
0.11790058642556873,0.9193972434294277,0.04332134127616882
0.11723186525795246,0.9193972434294277,0.03587651252746582
0.10241163281688179,0.9519267726801185,0.0543857179582119
0.08089422371797814,0.9590866255938327,0.07123617827892303
0.05465276686981546,0.9642315556603167,0.10342709720134735
0.12879154600655324,0.7752074208063375,0.11128799617290497
0.12523657290414897,0.7573554196277295,0.10554613918066025
0.1280982121544939,0.6900151005709112,0.08647988736629486
0.1349101426566751,0.6900151005709112,0.04635109007358551
0.1349101426566751,0.6900151005709112,0.04469260573387146
0.1330426000745377,0.6482577824258686,0.04101524502038956
0.1212112024913641,0.8440046355093553,0.04883988946676254
0.12698799983727205,0.7739328077883415,0.04966652765870094
0.1185861167214175,0.8832773186440016,0.059713214635849
0.11894301988397175,0.8832773186440016,0.07398726791143417
0.11594964431897722,0.9070683594121958,0.08089742809534073
0.10854204320844969,0.8461986232838089,0.10936395078897476
0.10992621481290392,0.8358924582986208,0.09903749078512192
0.1066098879425172,0.8358924582986208,0.0976322665810585
0.08461833739727302,0.9476829449026919,0.0865229070186615
0.09193388703935199,0.946839128158436,0.09802926331758499
0.09068840967395182,0.946839128158436,0.10338976234197617
0.09322812350814007,0.9288675554221754,0.10458630323410034
0.1347880181160646,0.6894283423694032,0.03802772983908653
0.13663133238411415,0.6894283423694032,0.03672410547733307
0.13757927869789915,0.7021985029139005,0.03697308152914047
0.11736694912967698,0.8358924582986208,0.12022076547145844
0.11787329065923383,0.8358924582986208,0.12468676269054413
0.12330511068786036,0.7414045402482701,0.12814995646476746
0.12355645666815598,0.7414045402482701,0.12351448833942413
0.10043098409033298,0.9446451403839824,0.07663272321224213
0.09904151005711918,0.9446451403839824,0.0697258710861206
0.09179451081077829,0.9450468821177874,0.08255298435688019
0.10521451637007861,0.9034234618235136,0.060375940054655075
0.11297393276630519,0.9055128103622271,0.05294283851981163
0.11316368285675057,0.8610290441149001,0.04857248812913895
0.12422183311237704,0.669643836468123,0.049370307475328445
0.10601836737024475,0.8909404173356142,0.047454651445150375
0.11351077019373593,0.8749428066827675,0.04964296519756317
0.10809915254098132,0.9041213394714043,0.06185005232691765
0.10665416107949155,0.9041213394714043,0.06115634739398956
0.1036991352804845,0.9266735676477218,0.0640486478805542
0.09792943101960859,0.9450316319733032,0.0725589320063591
0.11210789819282356,0.9055128103622271,0.06108028441667557
0.11845995114211941,0.8729711536588135,0.053305186331272125
0.120317888921365,0.8729711536588135,0.05530323088169098
0.11543476098754149,0.910675956994875,0.06161092221736908
0.10699808183013208,0.9369797326329099,0.07769778370857239
0.11226725864437148,0.9268937428740109,0.08857554942369461
0.11665223874810962,0.9055128103622271,0.06818383187055588
0.11068759694408818,0.9266735676477218,0.05822388827800751
0.10254925412880764,0.9446451403839824,0.05698191002011299
0.10475138674320002,0.9391566121356212,0.05235706642270088
0.12004480503885881,0.8729711536588135,0.05140567943453789
0.13227618217162354,0.7636266428031534,0.05758609622716904
0.13230577664099813,0.7636266428031534,0.05707250535488129
0.1224966441442678,0.8729711536588135,0.06270850449800491
0.11507032374956572,0.910675956994875,0.06601081788539886
0.10643808737154965,0.9266735676477218,0.05853639543056488
0.11629170031974323,0.9021696082386959,0.057833924889564514
0.11982105330183712,0.8729711536588135,0.05859179049730301
0.12296961944015421,0.8729711536588135,0.05940372496843338
0.11934531778616611,0.8967621944270077,0.06728470325469971
0.12303544923876526,0.8729711536588135,0.06563348323106766
0.1212715153640856,0.8857413142033108,0.05828485265374184
0.13054246923993842,0.8675013510822347,0.054918158799409866
0.13302844842913739,0.7974295233612209,0.05103429779410362
0.12263301141555812,0.7573554196277295,0.05033941566944122
0.12892241778595243,0.7974295233612209,0.049882978200912476
0.12470087275823005,0.8675013510822347,0.055411871522665024
0.11262406377121925,0.909532354971505,0.054559461772441864
0.11329128568737157,0.8729711536588135,0.0466836541891098
0.11117533987131882,0.8610290441149001,0.04557747766375542
0.11106493756157168,0.8697796600501195,0.04256441816687584
0.11249386928830743,0.8742690707931017,0.04405805468559265
0.09694546533281284,0.908238254182209,0.047150373458862305
0.09743253264705905,0.9158468054327823,0.044824857264757156
0.09568226480095712,0.9368530253483922,0.04761806130409241
0.09650797723147676,0.8909697233468395,0.04625502973794937
0.09700682863362645,0.8828744056148189,0.04613916948437691
0.09658943130720853,0.8693069918897081,0.04698624834418297
0.09630863535270592,0.8543279932676869,0.047902923077344894
0.09311141269597947,0.9239421527129955,0.05449242889881134
0.0975663685597673,0.8798111730423052,0.05943376570940018
0.09977202105200224,0.8828744056148189,0.05339168757200241
0.10743249220203792,0.8440034054730776,0.04786038026213646
0.11521602152291315,0.8280057948202308,0.04926092177629471
0.11569174335049996,0.8368990669057925,0.051598649471998215
0.1159385161991564,0.8899889211576227,0.046284835785627365
0.11513695785111114,0.8742690707931017,0.04850349575281143
0.1031082921723639,0.9089119900718748,0.0496191680431366
0.09645282170063653,0.9443731462281216,0.05879304185509682
0.0966276603620633,0.9443731462281216,0.059280842542648315
0.10713016073898426,0.8902666814459484,0.05766800045967102
0.11718241694250517,0.8661978803894286,0.05544101446866989
0.1265911172805096,0.7568533695337685,0.05273599177598953
0.1257313650160282,0.7972915843223939,0.05374913290143013
0.118017774174583,0.8661978803894286,0.05210233852267265
0.10642212264711907,0.8902666814459484,0.058882471174001694
0.09885677733191572,0.9218056679073199,0.06050488352775574
0.08929473398516777,0.9443731462281216,0.05880311131477356
0.096119835483885,0.908238254182209,0.04621803015470505
0.10874897852132685,0.8742690707931017,0.04134640097618103
0.11722284718873506,0.8661978803894286,0.04198305681347847
0.1179973493051718,0.8661978803894286,0.043700043112039566
0.11492627624571812,0.8691059241604537,0.04999249055981636
0.10502872189111193,0.8520987232050983,0.050350822508335114
0.09581478631933128,0.9135372016676413,0.053611598908901215
0.09303983688853644,0.9239421527129955,0.048316631466150284
0.0955444475481558,0.9054418839356206,0.051685575395822525
0.09560555848693232,0.8543279932676869,0.04914749786257744
0.0952309918118749,0.8543279932676869,0.05358950421214104
0.09497378266920517,0.8678954069927978,0.058575261384248734
0.0891941311488382,0.906935663140431,0.05940651893615723
0.08069380496281818,0.93200763111248,0.06005314737558365
0.07005623621241687,0.9487645228056426,0.06377547979354858
0.05740761717652587,0.9687449960804704,0.07111333310604095
0.060215610659670626,0.9365569075337749,0.0772988423705101
0.055366133786576247,0.9466282058244331,0.08716403692960739
0.06773791645956015,0.9517820449511626,0.08359915763139725
0.068883953931996,0.9517820449511626,0.09169214963912964
0.08729690633161832,0.921425626076111,0.08323885500431061
0.09246571297336113,0.8925334361600168,0.07517533749341965
0.09734980781559541,0.788076285250021,0.06724893301725388
0.09734591806900568,0.8426870254206839,0.06168331578373909
0.09283654581099318,0.9059663918117945,0.059198785573244095
